Source,Target,Type,Id,Label
PA451108,PA449841,Directed,263,
PA449011,PA449841,Directed,258,
PA449373,PA449841,Directed,257,
PA450555,PA449841,Directed,254,
PA448519,PA449841,Directed,103,
PA450965,PA449841,Directed,102,
PA449028,PA449841,Directed,101,
PA451472,PA449072,Directed,1512,
PA449958,PA449072,Directed,1372,
PA449389,PA449072,Directed,1371,
PA164754755,PA449072,Directed,1233,
PA451108,PA449072,Directed,906,
PA450850,PA449072,Directed,905,
PA451107,PA449072,Directed,736,
PA448486,PA449072,Directed,735,
PA451457,PA449072,Directed,601,
PA451209,PA449072,Directed,600,
PA450705,PA449072,Directed,505,
PA449015,PA449072,Directed,492,
PA450401,PA449072,Directed,373,
PA449422,PA449072,Directed,372,
PA449373,PA449072,Directed,354,
PA450555,PA449072,Directed,353,
PA449011,PA449072,Directed,348,
PA449493,PA449072,Directed,140,
PA448964,PA449072,Directed,108,
PA164742986,PA449072,Directed,107,
PA449028,PA449072,Directed,73,
PA450965,PA449072,Directed,72,
PA448519,PA449072,Directed,71,
00682,PA451721,Directed,1681,
PA448015,PA451249,Directed,1669,
PA448015,PA450112,Directed,1567,
PA448015,PA451145,Directed,1564,
PA448015,PA451250,Directed,1554,
PA448015,PA448785,Directed,1498,
PA448015,PA450947,Directed,1497,
PA448015,PA10804,Directed,1385,
PA450164,PA448015,Directed,831,
00682,PA448015,Directed,769,
PA451954,PA448015,Directed,188,
PA450965,PA449389,Directed,371,
PA450965,PA451107,Directed,363,
PA450965,PA449958,Directed,362,
PA450965,PA164754755,Directed,361,
PA450965,PA451472,Directed,343,
PA450965,PA449373,Directed,338,
PA450965,PA449011,Directed,337,
PA450965,PA450555,Directed,325,
PA450965,PA451108,Directed,234,
PA450965,PA450850,Directed,229,
PA450965,PA451209,Directed,217,
PA450965,PA451457,Directed,207,
PA450965,PA450705,Directed,138,
PA450965,PA450401,Directed,133,
PA450965,PA164742986,Directed,132,
PA450965,PA449422,Directed,125,
PA450965,PA449015,Directed,121,
PA450965,PA448964,Directed,115,
PA450965,PA449028,Directed,104,
PA450965,PA448519,Directed,96,
PA450965,PA448486,Directed,78,
PA450965,PA449493,Directed,66,
PA449958,PA450965,Directed,1675,
PA449389,PA450965,Directed,1674,
PA451472,PA450965,Directed,1598,
PA164754755,PA450965,Directed,1379,
PA451108,PA450965,Directed,960,
PA450850,PA450965,Directed,954,
PA448486,PA450965,Directed,872,
PA451107,PA450965,Directed,870,
PA450705,PA450965,Directed,561,
PA449015,PA450965,Directed,552,
PA451209,PA450965,Directed,468,
PA451457,PA450965,Directed,447,
PA450401,PA450965,Directed,434,
PA449422,PA450965,Directed,433,
PA449011,PA450965,Directed,323,
PA449373,PA450965,Directed,322,
PA450555,PA450965,Directed,321,
PA449493,PA450965,Directed,244,
PA448964,PA450965,Directed,114,
PA164742986,PA450965,Directed,113,
PA448519,PA450965,Directed,110,
PA449028,PA450965,Directed,109,
PA451209,PA451108,Directed,1119,
PA451209,PA451457,Directed,1118,
PA451209,PA450850,Directed,1116,
PA451209,PA450401,Directed,940,
PA451209,PA449422,Directed,918,
PA451209,PA449015,Directed,858,
PA451209,PA450705,Directed,851,
PA451209,PA164754755,Directed,844,
PA451209,PA451107,Directed,841,
PA451209,PA449958,Directed,797,
PA451209,PA451472,Directed,789,
PA451209,PA449389,Directed,776,
PA451209,PA449373,Directed,759,
PA451209,PA449011,Directed,745,
PA451209,PA450555,Directed,725,
PA451209,PA448486,Directed,596,
PA451209,PA448519,Directed,463,
PA451209,PA449028,Directed,370,
PA451209,PA448964,Directed,368,
PA451209,PA164742986,Directed,350,
PA451209,PA449493,Directed,310,
PA164754755,PA451209,Directed,1692,
PA449011,PA451209,Directed,1507,
PA451472,PA451209,Directed,1221,
PA449958,PA451209,Directed,1206,
PA449389,PA451209,Directed,1205,
PA451457,PA451209,Directed,1117,
PA451107,PA451209,Directed,1106,
PA448486,PA451209,Directed,1104,
PA449493,PA451209,Directed,1047,
PA449373,PA451209,Directed,997,
PA450555,PA451209,Directed,992,
PA450705,PA451209,Directed,857,
PA449015,PA451209,Directed,849,
PA450401,PA451209,Directed,722,
PA449422,PA451209,Directed,721,
PA451108,PA451209,Directed,683,
PA448964,PA451209,Directed,634,
PA164742986,PA451209,Directed,610,
PA450850,PA451209,Directed,602,
PA448519,PA451209,Directed,215,
PA449028,PA451209,Directed,195,
PA450264,PA451250,Directed,1645,
PA450264,PA10034,Directed,1624,
PA450264,PA448785,Directed,1403,
PA450264,PA451249,Directed,1344,
PA450264,PA164783809,Directed,1321,
PA164747651,PA450264,Directed,1366,
PA450272,PA450264,Directed,1238,
PA450085,PA450264,Directed,1185,
PA448408,PA450903,Directed,784,
PA448408,PA451741,Directed,774,
PA448408,PA450101,Directed,632,
PA450403,PA450903,Directed,793,
PA450403,PA451741,Directed,773,
PA450403,PA450101,Directed,628,
PA450401,PA451472,Directed,807,
PA450401,PA450903,Directed,786,
PA450401,PA451741,Directed,770,
PA450401,PA449373,Directed,766,
PA450401,PA449011,Directed,764,
PA450401,PA451108,Directed,761,
PA450401,PA450850,Directed,750,
PA450401,PA451457,Directed,744,
PA450401,PA451107,Directed,742,
PA450401,PA449389,Directed,733,
PA450401,PA450555,Directed,728,
PA450401,PA449958,Directed,719,
PA450401,PA450705,Directed,716,
PA450401,PA164754755,Directed,711,
PA450401,PA449015,Directed,645,
PA450401,PA164742986,Directed,626,
PA450401,PA450101,Directed,622,
PA450401,PA448964,Directed,619,
PA450401,PA449028,Directed,387,
PA450401,PA449493,Directed,366,
PA450401,PA448486,Directed,357,
PA450401,PA449422,Directed,334,
PA450401,PA448519,Directed,314,
PA449958,PA450401,Directed,1734,
PA449389,PA450401,Directed,1733,
PA451472,PA450401,Directed,1709,
PA164754755,PA450401,Directed,1431,
PA451107,PA450401,Directed,1029,
PA448486,PA450401,Directed,1027,
PA451457,PA450401,Directed,941,
PA449015,PA450401,Directed,915,
PA450705,PA450401,Directed,914,
PA448964,PA450401,Directed,707,
PA164742986,PA450401,Directed,706,
PA449422,PA450401,Directed,333,
PA451108,PA450401,Directed,327,
PA450850,PA450401,Directed,326,
PA449493,PA450401,Directed,278,
PA450555,PA450401,Directed,221,
PA449011,PA450401,Directed,219,
PA449373,PA450401,Directed,218,
PA448519,PA450401,Directed,135,
PA449028,PA450401,Directed,134,
00682,PA450221,Directed,1652,
PA451170,PA450903,Directed,388,
PA451170,PA451741,Directed,259,
PA451170,PA450101,Directed,240,
PA163522473,PA451250,Directed,1651,
PA450606,PA451250,Directed,1650,
PA451260,PA451250,Directed,1643,
PA163522472,PA451250,Directed,1492,
PA448422,PA451250,Directed,969,
PA449015,PA164754755,Directed,1150,
PA449015,PA450903,Directed,1035,
PA449015,PA449389,Directed,1026,
PA449015,PA451472,Directed,1022,
PA449015,PA449958,Directed,1020,
PA449015,PA449011,Directed,1018,
PA449015,PA449373,Directed,1014,
PA449015,PA450555,Directed,1009,
PA449015,PA451107,Directed,976,
PA449015,PA449493,Directed,904,
PA449015,PA449422,Directed,901,
PA449015,PA451108,Directed,864,
PA449015,PA451741,Directed,856,
PA449015,PA450850,Directed,821,
PA449015,PA451457,Directed,778,
PA449015,PA450705,Directed,606,
PA449015,PA164742986,Directed,579,
PA449015,PA450101,Directed,574,
PA449015,PA448964,Directed,538,
PA449015,PA449028,Directed,496,
PA449015,PA448486,Directed,482,
PA449015,PA448519,Directed,409,
PA164754755,PA449015,Directed,1504,
PA451472,PA449015,Directed,1180,
PA449958,PA449015,Directed,1157,
PA449389,PA449015,Directed,1122,
PA449493,PA449015,Directed,1000,
PA449011,PA449015,Directed,968,
PA450555,PA449015,Directed,967,
PA449373,PA449015,Directed,955,
PA448486,PA449015,Directed,953,
PA451107,PA449015,Directed,945,
PA451457,PA449015,Directed,863,
PA164742986,PA449015,Directed,861,
PA448964,PA449015,Directed,860,
PA449422,PA449015,Directed,644,
PA450705,PA449015,Directed,583,
PA451108,PA449015,Directed,488,
PA450850,PA449015,Directed,486,
PA448519,PA449015,Directed,120,
PA449028,PA449015,Directed,119,
PA451260,PA448785,Directed,1405,
PA450606,PA448785,Directed,1404,
PA163522473,PA448785,Directed,1400,
PA163522472,PA448785,Directed,1176,
00682,PA448785,Directed,1065,
PA448422,PA448785,Directed,537,
00682,PA450149,Directed,933,
00682,PA449683,Directed,1628,
PA10066,PA451741,Directed,1136,
PA10066,PA450101,Directed,820,
PA10066,PA450903,Directed,814,
PA451107,PA450850,Directed,1158,
PA451107,PA451108,Directed,1146,
PA451107,PA451457,Directed,1137,
PA451107,PA449011,Directed,1084,
PA451107,PA449958,Directed,1080,
PA451107,PA164754755,Directed,1078,
PA451107,PA449389,Directed,1076,
PA451107,PA451472,Directed,1070,
PA451107,PA449373,Directed,1063,
PA451107,PA450555,Directed,1056,
PA451107,PA449422,Directed,1041,
PA451107,PA450705,Directed,959,
PA451107,PA164742986,Directed,919,
PA451107,PA448519,Directed,869,
PA451107,PA449028,Directed,755,
PA451107,PA448486,Directed,737,
PA451107,PA448964,Directed,565,
PA451107,PA449493,Directed,471,
PA164754755,PA451107,Directed,1751,
PA451472,PA451107,Directed,1653,
PA449373,PA451107,Directed,1613,
PA450555,PA451107,Directed,1610,
PA450705,PA451107,Directed,1594,
PA449011,PA451107,Directed,1571,
PA449958,PA451107,Directed,1343,
PA449389,PA451107,Directed,1342,
PA451457,PA451107,Directed,1259,
PA451108,PA451107,Directed,1166,
PA164742986,PA451107,Directed,1143,
PA450850,PA451107,Directed,1138,
PA448964,PA451107,Directed,1120,
PA448486,PA451107,Directed,1108,
PA449422,PA451107,Directed,741,
PA448519,PA451107,Directed,740,
PA449493,PA451107,Directed,681,
PA449028,PA451107,Directed,364,
PA451866,PA450101,Directed,1730,
PA451866,PA450903,Directed,1638,
PA451866,PA451741,Directed,1413,
PA449233,PA451741,Directed,1641,
PA449233,PA450101,Directed,1382,
PA449233,PA450903,Directed,1312,
PA164748099,PA450903,Directed,1241,
PA164748099,PA451741,Directed,1236,
PA164748099,PA450101,Directed,1045,
PA451791,PA451741,Directed,1642,
PA451791,PA450101,Directed,1377,
PA451791,PA450903,Directed,1316,
PA163522473,PA10034,Directed,1621,
PA451260,PA10034,Directed,1619,
PA450606,PA10034,Directed,1617,
PA163522472,PA10034,Directed,1485,
PA448422,PA10034,Directed,944,
PA449389,PA448964,Directed,1738,
PA449389,PA449493,Directed,1732,
PA449389,PA449422,Directed,1724,
PA449389,PA448519,Directed,1697,
PA449389,PA451108,Directed,1479,
PA449389,PA449028,Directed,1398,
PA449389,PA448486,Directed,1373,
PA449389,PA449011,Directed,1330,
PA449389,PA449958,Directed,1306,
PA449389,PA164754755,Directed,1304,
PA449389,PA451472,Directed,1302,
PA449389,PA449373,Directed,1300,
PA449389,PA450555,Directed,1285,
PA449389,PA450850,Directed,1191,
PA449389,PA451457,Directed,1189,
PA449389,PA450705,Directed,1171,
PA449389,PA164742986,Directed,1090,
PA164754755,PA449389,Directed,1749,
PA451472,PA449389,Directed,1648,
PA449373,PA449389,Directed,1604,
PA450555,PA449389,Directed,1603,
PA450705,PA449389,Directed,1585,
PA449011,PA449389,Directed,1563,
PA449958,PA449389,Directed,1359,
PA451108,PA449389,Directed,1142,
PA450850,PA449389,Directed,1141,
PA448486,PA449389,Directed,1075,
PA164742986,PA449389,Directed,928,
PA448964,PA449389,Directed,924,
PA451457,PA449389,Directed,777,
PA449422,PA449389,Directed,732,
PA448519,PA449389,Directed,727,
PA449493,PA449389,Directed,710,
PA449028,PA449389,Directed,384,
PA450705,PA449958,Directed,1593,
PA450705,PA164754755,Directed,1591,
PA450705,PA451472,Directed,1582,
PA450705,PA449373,Directed,1576,
PA450705,PA449011,Directed,1575,
PA450705,PA450555,Directed,1058,
PA450705,PA451108,Directed,1034,
PA450705,PA450850,Directed,999,
PA450705,PA449493,Directed,908,
PA450705,PA449422,Directed,900,
PA450705,PA451457,Directed,833,
PA450705,PA164742986,Directed,573,
PA450705,PA448964,Directed,536,
PA450705,PA449028,Directed,516,
PA450705,PA448486,Directed,481,
PA450705,PA448519,Directed,404,
PA164754755,PA450705,Directed,1694,
PA451472,PA450705,Directed,1193,
PA449958,PA450705,Directed,1172,
PA449493,PA450705,Directed,1011,
PA449011,PA450705,Directed,991,
PA449373,PA450705,Directed,989,
PA450555,PA450705,Directed,985,
PA448486,PA450705,Directed,956,
PA448964,PA450705,Directed,848,
PA451457,PA450705,Directed,847,
PA164742986,PA450705,Directed,846,
PA449422,PA450705,Directed,715,
PA451108,PA450705,Directed,530,
PA450850,PA450705,Directed,525,
PA449028,PA450705,Directed,139,
PA448519,PA450705,Directed,137,
PA450657,PA450903,Directed,1662,
PA450657,PA451741,Directed,1537,
PA450657,PA450101,Directed,1448,
PA451472,PA164742986,Directed,1720,
PA451472,PA448964,Directed,1718,
PA451472,PA449422,Directed,1707,
PA451472,PA164754755,Directed,1658,
PA451472,PA449958,Directed,1655,
PA451472,PA449373,Directed,1631,
PA451472,PA449011,Directed,1629,
PA451472,PA448519,Directed,1611,
PA451472,PA449028,Directed,1517,
PA451472,PA448486,Directed,1499,
PA451472,PA450555,Directed,1434,
PA451472,PA451108,Directed,1247,
PA451472,PA450850,Directed,1245,
PA451472,PA451457,Directed,1228,
PA164754755,PA451472,Directed,1747,
PA449373,PA451472,Directed,1609,
PA450555,PA451472,Directed,1608,
PA449011,PA451472,Directed,1561,
PA449958,PA451472,Directed,1253,
PA451108,PA451472,Directed,1148,
PA450850,PA451472,Directed,1147,
PA448486,PA451472,Directed,1068,
PA449422,PA451472,Directed,806,
PA451457,PA451472,Directed,791,
PA448519,PA451472,Directed,768,
PA449493,PA451472,Directed,723,
PA448964,PA451472,Directed,657,
PA164742986,PA451472,Directed,656,
PA449028,PA451472,Directed,342,
PA450606,PA451249,Directed,1346,
PA450606,PA164783809,Directed,1325,
PA164747651,PA450606,Directed,1362,
PA450272,PA450606,Directed,1240,
PA450085,PA450606,Directed,1204,
PA448964,PA449958,Directed,932,
PA448964,PA164754755,Directed,931,
PA448964,PA164742986,Directed,767,
PA448964,PA449493,Directed,703,
PA448964,PA449422,Directed,695,
PA448964,PA451108,Directed,643,
PA448964,PA449373,Directed,641,
PA448964,PA449011,Directed,640,
PA448964,PA451457,Directed,637,
PA448964,PA450850,Directed,623,
PA448964,PA450555,Directed,608,
PA448964,PA448519,Directed,117,
PA448964,PA449028,Directed,98,
PA448964,PA448486,Directed,89,
PA164754755,PA448964,Directed,1489,
PA449958,PA448964,Directed,1087,
PA449493,PA448964,Directed,993,
PA164742986,PA448964,Directed,775,
PA449422,PA448964,Directed,618,
PA448486,PA448964,Directed,564,
PA451457,PA448964,Directed,367,
PA449011,PA448964,Directed,281,
PA449373,PA448964,Directed,279,
PA451108,PA448964,Directed,274,
PA450555,PA448964,Directed,272,
PA450850,PA448964,Directed,270,
PA448519,PA448964,Directed,116,
PA449028,PA448964,Directed,111,
PA449048,PA451741,Directed,1541,
PA448385,PA451741,Directed,1540,
PA449969,PA451741,Directed,1539,
PA10054,PA451741,Directed,1416,
PA451264,PA451741,Directed,1052,
PA450464,PA451741,Directed,951,
PA449673,PA451741,Directed,948,
14750,PA451741,Directed,888,
PA449690,PA451741,Directed,855,
PA451333,PA451741,Directed,677,
PA450801,PA451741,Directed,670,
00682,PA134308647,Directed,1164,
00682,PA449293,Directed,542,
00682,PA450595,Directed,1667,
PA451264,PA450101,Directed,1016,
PA451264,PA450903,Directed,688,
PA450085,PA163522473,Directed,1203,
PA450085,PA451260,Directed,1162,
PA450085,PA449334,Directed,1159,
PA450085,PA448422,Directed,1131,
PA450085,PA10233,Directed,903,
PA450085,PA449653,Directed,896,
PA450085,PA450132,Directed,886,
PA450085,PA451868,Directed,885,
PA450085,PA163522472,Directed,783,
PA450085,PA449001,Directed,700,
PA450085,PA449028,Directed,369,
PA450085,PA449493,Directed,294,
PA451457,PA451108,Directed,1121,
PA451457,PA450850,Directed,1112,
PA451457,PA449422,Directed,920,
PA451457,PA164754755,Directed,842,
PA451457,PA449958,Directed,798,
PA451457,PA449373,Directed,762,
PA451457,PA449011,Directed,747,
PA451457,PA450555,Directed,726,
PA451457,PA448486,Directed,597,
PA451457,PA448519,Directed,445,
PA451457,PA449028,Directed,385,
PA451457,PA164742986,Directed,352,
PA451457,PA449493,Directed,312,
PA164754755,PA451457,Directed,1690,
PA449373,PA451457,Directed,1524,
PA450555,PA451457,Directed,1523,
PA449011,PA451457,Directed,1511,
PA449958,PA451457,Directed,1190,
PA448486,PA451457,Directed,1140,
PA449493,PA451457,Directed,1043,
PA449422,PA451457,Directed,743,
PA451108,PA451457,Directed,696,
PA450850,PA451457,Directed,694,
PA164742986,PA451457,Directed,642,
PA448519,PA451457,Directed,208,
PA449028,PA451457,Directed,192,
PA448497,PA448966,Directed,1072,
PA449493,PA451108,Directed,1050,
PA449493,PA450850,Directed,1031,
PA449493,PA164742986,Directed,1008,
PA449493,PA449958,Directed,709,
PA449493,PA449011,Directed,704,
PA449493,PA164754755,Directed,682,
PA449493,PA449373,Directed,375,
PA449493,PA450555,Directed,355,
PA449493,PA449422,Directed,262,
PA449493,PA448519,Directed,235,
PA449493,PA449028,Directed,222,
PA449493,PA448486,Directed,144,
PA449958,PA449493,Directed,1727,
PA164754755,PA449493,Directed,1423,
PA164747651,PA449493,Directed,1195,
PA164742986,PA449493,Directed,702,
PA448486,PA449493,Directed,469,
PA449422,PA449493,Directed,365,
PA449011,PA449493,Directed,228,
PA449373,PA449493,Directed,226,
PA450555,PA449493,Directed,225,
PA450272,PA449493,Directed,155,
PA451108,PA449493,Directed,152,
PA450850,PA449493,Directed,151,
PA449028,PA449493,Directed,35,
PA448519,PA449493,Directed,4,
PA10054,PA450101,Directed,1731,
PA10054,PA450903,Directed,1640,
PA450850,PA164754755,Directed,1186,
PA450850,PA449958,Directed,1170,
PA450850,PA449373,Directed,1126,
PA450850,PA449011,Directed,1124,
PA450850,PA449028,Directed,921,
PA450850,PA450555,Directed,912,
PA450850,PA448486,Directed,893,
PA450850,PA451108,Directed,881,
PA450850,PA449422,Directed,331,
PA450850,PA164742986,Directed,276,
PA450850,PA448519,Directed,275,
PA164754755,PA450850,Directed,1685,
PA449373,PA450850,Directed,1522,
PA450555,PA450850,Directed,1521,
PA449011,PA450850,Directed,1519,
PA449958,PA450850,Directed,1197,
PA448486,PA450850,Directed,1161,
PA451108,PA450850,Directed,880,
PA449422,PA450850,Directed,749,
PA164742986,PA450850,Directed,630,
PA448519,PA450850,Directed,230,
PA449028,PA450850,Directed,227,
PA451108,PA164754755,Directed,1179,
PA451108,PA449958,Directed,1173,
PA451108,PA449373,Directed,1128,
PA451108,PA449011,Directed,1127,
PA451108,PA450555,Directed,1081,
PA451108,PA449028,Directed,923,
PA451108,PA448486,Directed,894,
PA451108,PA449422,Directed,332,
PA451108,PA448519,Directed,283,
PA451108,PA164742986,Directed,277,
PA164754755,PA451108,Directed,1682,
PA449011,PA451108,Directed,1538,
PA449373,PA451108,Directed,1536,
PA450555,PA451108,Directed,1528,
PA449958,PA451108,Directed,1480,
PA448486,PA451108,Directed,1145,
PA449422,PA451108,Directed,760,
PA164742986,PA451108,Directed,646,
PA449028,PA451108,Directed,237,
PA448519,PA451108,Directed,231,
PA451260,PA451249,Directed,1347,
PA451260,PA164783809,Directed,1327,
PA164747651,PA451260,Directed,1368,
PA450272,PA451260,Directed,1239,
PA449958,PA449422,Directed,1725,
PA449958,PA448519,Directed,1704,
PA449958,PA449028,Directed,1399,
PA449958,PA448486,Directed,1374,
PA449958,PA449011,Directed,1331,
PA449958,PA164754755,Directed,1311,
PA449958,PA449373,Directed,1301,
PA449958,PA450555,Directed,1286,
PA449958,PA164742986,Directed,1091,
PA164754755,PA449958,Directed,1755,
PA449373,PA449958,Directed,1627,
PA450555,PA449958,Directed,1614,
PA449011,PA449958,Directed,1569,
PA448486,PA449958,Directed,1079,
PA164742986,PA449958,Directed,930,
PA449422,PA449958,Directed,718,
PA448519,PA449958,Directed,699,
PA449028,PA449958,Directed,351,
00682,PA450150,Directed,1678,
PA449048,PA450101,Directed,1459,
PA448385,PA450101,Directed,1454,
PA449969,PA450101,Directed,1452,
PA450801,PA450101,Directed,867,
PA451333,PA450101,Directed,852,
PA449690,PA450101,Directed,572,
14750,PA450101,Directed,508,
PA449673,PA450101,Directed,484,
PA450464,PA450101,Directed,483,
PA449048,PA450903,Directed,1665,
PA448385,PA450903,Directed,1664,
PA449969,PA450903,Directed,1663,
14750,PA450903,Directed,1167,
PA449690,PA450903,Directed,1042,
PA451333,PA450903,Directed,712,
PA450801,PA450903,Directed,697,
PA449673,PA450903,Directed,454,
PA450464,PA450903,Directed,448,
PA449373,PA164754755,Directed,1622,
PA449373,PA449011,Directed,1596,
PA449373,PA450555,Directed,1568,
PA449373,PA164742986,Directed,937,
PA449373,PA448486,Directed,339,
PA449373,PA449028,Directed,287,
PA449373,PA449422,Directed,223,
PA449373,PA448519,Directed,204,
PA164754755,PA449373,Directed,1740,
PA450555,PA449373,Directed,1605,
PA449011,PA449373,Directed,1560,
PA448486,PA449373,Directed,1062,
PA449422,PA449373,Directed,765,
PA448519,PA449373,Directed,752,
PA164742986,PA449373,Directed,639,
PA449028,PA449373,Directed,336,
PA448497,PA451718,Directed,1144,
PA450555,PA164754755,Directed,1625,
PA450555,PA449011,Directed,1597,
PA450555,PA164742986,Directed,936,
PA450555,PA448486,Directed,341,
PA450555,PA449028,Directed,286,
PA450555,PA449422,Directed,220,
PA450555,PA448519,Directed,191,
PA164754755,PA450555,Directed,1741,
PA449011,PA450555,Directed,1552,
PA448486,PA450555,Directed,1055,
PA449422,PA450555,Directed,729,
PA448519,PA450555,Directed,717,
PA164742986,PA450555,Directed,609,
PA449028,PA450555,Directed,324,
00682,PA448871,Directed,934,
00682,PA451544,Directed,946,
00682,PA449653,Directed,1060,
PA450272,PA449653,Directed,589,
PA164747651,PA450132,Directed,1211,
PA450272,PA450132,Directed,550,
PA164747651,PA163522473,Directed,1369,
PA164747651,PA163522472,Directed,1367,
PA164747651,PA448422,Directed,1364,
PA164747651,PA449028,Directed,1149,
PA449422,PA449011,Directed,763,
PA449422,PA164754755,Directed,720,
PA449422,PA164742986,Directed,625,
PA449422,PA449028,Directed,386,
PA449422,PA448486,Directed,356,
PA449422,PA448519,Directed,320,
PA164754755,PA449422,Directed,1426,
PA448486,PA449422,Directed,1040,
PA164742986,PA449422,Directed,708,
PA449011,PA449422,Directed,224,
PA448519,PA449422,Directed,124,
PA449028,PA449422,Directed,122,
PA163522473,PA451249,Directed,1349,
PA163522473,PA164783809,Directed,1314,
PA450272,PA163522473,Directed,1242,
PA448422,PA451249,Directed,435,
PA448422,PA164783809,Directed,418,
PA450272,PA448422,Directed,1235,
PA450272,PA449334,Directed,1237,
00682,PA449982,Directed,935,
00682,PA10233,Directed,1069,
PA449028,PA164754755,Directed,349,
PA449028,PA449011,Directed,335,
PA449028,PA164742986,Directed,130,
PA449028,PA448519,Directed,92,
PA449028,PA448486,Directed,80,
PA164754755,PA449028,Directed,1244,
PA450272,PA449028,Directed,922,
PA448486,PA449028,Directed,754,
PA449011,PA449028,Directed,288,
PA448519,PA449028,Directed,105,
PA164742986,PA449028,Directed,97,
PA164742986,PA164754755,Directed,929,
PA164742986,PA449011,Directed,638,
PA164742986,PA448519,Directed,118,
PA164742986,PA448486,Directed,43,
PA164754755,PA164742986,Directed,1495,
PA449011,PA164742986,Directed,938,
PA448486,PA164742986,Directed,917,
PA448519,PA164742986,Directed,131,
PA163522472,PA164783809,Directed,1303,
PA164754755,PA449011,Directed,1743,
PA164754755,PA448519,Directed,1384,
PA164754755,PA448486,Directed,1224,
PA449011,PA164754755,Directed,1578,
PA448486,PA164754755,Directed,1077,
PA448519,PA164754755,Directed,701,
PA448519,PA449011,Directed,751,
PA448519,PA448486,Directed,87,
PA448486,PA448519,Directed,882,
PA449011,PA448519,Directed,193,
PA163522472,PA451249,Directed,1336,
PA450272,PA163522472,Directed,1261,
PA450272,PA451868,Directed,549,
00682,PA450272,Directed,947,
00682,PA449750,Directed,590,
00682,PA450730,Directed,1677,
PA448497,PA450947,Directed,995,
00682,PA449688,Directed,939,
PA448497,PA451846,Directed,526,
PA449011,PA448486,Directed,340,
PA448486,PA449011,Directed,1083,
00682,00749,Directed,1679,
00682,00573,Directed,1688,
